ROWID,Country,SourceYear,Crop name,Area,Production,Yield,Percentage of area under irrigation ( % ),Comments,YearCode,Year
989,India,1954-55,Total Pulses,21910.00,10950.00,500.00,8.80,,1954,"Financial Year (Apr - Mar), 1954"
990,India,1987-88,Total Pulses,21270.00,10960.00,515.00,9.41,,1987,"Financial Year (Apr - Mar), 1987"
991,India,2007-08,Soybean,8880.00,10970.00,1235.00,,,2007,"Financial Year (Apr - Mar), 2007"
992,India,1960-61,Wheat,12930.00,11000.00,851.00,32.74,,1960,"Financial Year (Apr - Mar), 1960"
993,India,1955-56,Total Pulses,23220.00,11040.00,475.00,8.40,,1955,"Financial Year (Apr - Mar), 1955"
994,India,2000-01,Total Pulses,20350.00,11080.00,544.00,12.64,,2000,"Financial Year (Apr - Mar), 2000"
995,India,2019-20,Gram,9700.00,11080.00,1142.00,,,2019,"Financial Year (Apr - Mar), 2019"
996,India,1971-72,Total Pulses,22150.00,11090.00,501.00,8.75,,1971,"Financial Year (Apr - Mar), 1971"
997,India,2002-03,Total Pulses,20500.00,11130.00,543.00,13.97,,2002,"Financial Year (Apr - Mar), 2002"
998,India,1998-99,Maize,6200.00,11150.00,1797.00,21.65,,1998,"Financial Year (Apr - Mar), 1998"
999,India,2002-03,Maize,6640.00,11150.00,1681.00,20.07,,2002,"Financial Year (Apr - Mar), 2002"
1000,India,2019-20,Soybean,12190.00,11230.00,921.00,,,2019,"Financial Year (Apr - Mar), 2019"
1001,India,1986-87,Nine Oilseeds,18630.00,11270.00,605.00,,,1986,"Financial Year (Apr - Mar), 1986"
1002,India,1976-77,Total Pulses,22980.00,11360.00,494.00,7.50,,1976,"Financial Year (Apr - Mar), 1976"
1003,India,2017-18,Gram,10560.00,11380.00,1078.00,48.34,,2017,"Financial Year (Apr - Mar), 2017"
1004,India,1966-67,Wheat,12840.00,11390.00,887.00,47.97,,1966,"Financial Year (Apr - Mar), 1966"
1005,India,1984-85,Jowar,15940.00,11400.00,715.00,4.35,,1984,"Financial Year (Apr - Mar), 1984"
1006,India,1993-94,Jowar,12710.00,11410.00,895.00,6.17,,1993,"Financial Year (Apr - Mar), 1993"
1007,India,1978-79,Jowar,16150.00,11440.00,708.00,4.80,,1978,"Financial Year (Apr - Mar), 1978"
1008,India,1981-82,Total Pulses,23840.00,11510.00,483.00,8.50,,1981,"Financial Year (Apr - Mar), 1981"
1009,India,1999-00,Maize,6420.00,11510.00,1792.00,22.31,,1999,"Financial Year (Apr - Mar), 1999"
1010,India,1962-63,Total Pulses,24270.00,11530.00,475.00,8.91,,1962,"Financial Year (Apr - Mar), 1962"
1011,India,1956-57,Total Pulses,23320.00,11550.00,495.00,7.30,,1956,"Financial Year (Apr - Mar), 1956"
1012,India,1979-80,Jowar,16670.00,11650.00,699.00,4.89,,1979,"Financial Year (Apr - Mar), 1979"
1013,India,1990-91,Jowar,14360.00,11680.00,814.00,5.62,,1990,"Financial Year (Apr - Mar), 1990"
1014,India,1969-70,Total Pulses,22020.00,11690.00,531.00,9.38,,1969,"Financial Year (Apr - Mar), 1969"
1015,India,1986-87,Total Pulses,23160.00,11710.00,506.00,9.63,,1986,"Financial Year (Apr - Mar), 1986"
1016,India,1961-62,Total Pulses,24240.00,11760.00,485.00,8.08,,1961,"Financial Year (Apr - Mar), 1961"
1017,India,1959-60,Total Pulses,24830.00,11800.00,475.00,8.47,,1959,"Financial Year (Apr - Mar), 1959"
1018,India,1970-71,Total Pulses,22540.00,11820.00,524.00,8.75,,1970,"Financial Year (Apr - Mar), 1970"
1019,India,1982-83,Total Pulses,22830.00,11860.00,519.00,8.19,,1982,"Financial Year (Apr - Mar), 1982"
1020,India,2013-14,Soybean,11720.00,11860.00,1012.00,,,2013,"Financial Year (Apr - Mar), 2013"
1021,India,1983-84,Jowar,16430.00,11920.00,725.00,4.14,,1983,"Financial Year (Apr - Mar), 1983"
1022,India,1984-85,Total Pulses,22740.00,11960.00,526.00,7.86,,1984,"Financial Year (Apr - Mar), 1984"
1023,India,1977-78,Total Pulses,23500.00,11970.00,510.00,7.14,,1977,"Financial Year (Apr - Mar), 1977"
1024,India,2020-21,Gram,9850.00,11990.00,1217.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1025,India,1991-92,Total Pulses,22540.00,12020.00,533.00,10.69,,1991,"Financial Year (Apr - Mar), 1991"
1026,India,2000-01,Maize,6610.00,12040.00,1822.00,21.79,,2000,"Financial Year (Apr - Mar), 2000"
1027,India,1977-78,Jowar,16320.00,12060.00,739.00,4.89,,1977,"Financial Year (Apr - Mar), 1977"
1028,India,1981-82,Jowar,16600.00,12060.00,727.00,4.63,,1981,"Financial Year (Apr - Mar), 1981"
1029,India,1961-62,Wheat,13570.00,12070.00,890.00,31.89,,1961,"Financial Year (Apr - Mar), 1961"
1030,India,1981-82,Nine Oilseeds,18910.00,12080.00,639.00,,,1981,"Financial Year (Apr - Mar), 1981"
1031,India,1967-68,Total Pulses,22650.00,12100.00,534.00,8.70,,1967,"Financial Year (Apr - Mar), 1967"
1032,India,2003-04,Bajra,10610.00,12110.00,1141.00,6.30,,2003,"Financial Year (Apr - Mar), 2003"
1033,India,1983-84,Potato,790.00,12150.00,15299.00,,,1983,"Financial Year (Apr - Mar), 1983"
1034,India,2009-10,Onion,760.00,12160.00,16079.00,,,2009,"Financial Year (Apr - Mar), 2009"
1035,India,2003-04,Coconut,1934.00,12178.00,6297.00,,,2003,"Financial Year (Apr - Mar), 2003"
1036,India,1978-79,Total Pulses,23660.00,12180.00,515.00,7.90,,1978,"Financial Year (Apr - Mar), 1978"
1037,India,1987-88,Jowar,16000.00,12200.00,762.00,4.93,,1987,"Financial Year (Apr - Mar), 1987"
1038,India,2011-12,Soybean,10110.00,12210.00,1208.00,,,2011,"Financial Year (Apr - Mar), 2011"
1039,India,1964-65,Wheat,13420.00,12260.00,913.00,36.76,,1964,"Financial Year (Apr - Mar), 1964"
1040,India,1995-96,Total Pulses,22280.00,12310.00,552.00,12.90,,1995,"Financial Year (Apr - Mar), 1995"
1041,India,1964-65,Total Pulses,23880.00,12420.00,520.00,9.15,,1964,"Financial Year (Apr - Mar), 1964"
1042,India,1984-85,Potato,850.00,12570.00,14806.00,,,1984,"Financial Year (Apr - Mar), 1984"
1043,India,1987-88,Nine Oilseeds,20130.00,12650.00,629.00,,,1987,"Financial Year (Apr - Mar), 1987"
1044,India,1983-84,Nine Oilseeds,18690.00,12690.00,679.00,,,1983,"Financial Year (Apr - Mar), 1983"
1045,India,1960-61,Total Pulses,23560.00,12700.00,539.00,8.02,,1960,"Financial Year (Apr - Mar), 1960"
1046,India,1986-87,Potato,830.00,12740.00,15322.00,,,1986,"Financial Year (Apr - Mar), 1986"
1047,India,2010-11,Soybean,9600.00,12740.00,1327.00,,,2010,"Financial Year (Apr - Mar), 2010"
1048,India,1992-93,Jowar,13040.00,12810.00,982.00,6.13,,1992,"Financial Year (Apr - Mar), 1992"
1049,India,1992-93,Total Pulses,22360.00,12820.00,573.00,10.46,,1992,"Financial Year (Apr - Mar), 1992"
1050,India,2001-02,Coconut,1893.00,12822.00,6773.00,,,2001,"Financial Year (Apr - Mar), 2001"
1051,India,2002-03,Coconut,1893.00,12822.00,6773.00,,,2002,"Financial Year (Apr - Mar), 2002"
1052,India,1989-90,Total Pulses,23410.00,12860.00,549.00,9.99,,1989,"Financial Year (Apr - Mar), 1989"
1053,India,1983-84,Total Pulses,23540.00,12890.00,548.00,7.47,,1983,"Financial Year (Apr - Mar), 1983"
1054,India,1989-90,Jowar,14840.00,12900.00,869.00,6.30,,1989,"Financial Year (Apr - Mar), 1989"
1055,India,2020-21,Soybean,12810.00,12900.00,1007.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1056,India,1984-85,Nine Oilseeds,18920.00,12950.00,684.00,,,1984,"Financial Year (Apr - Mar), 1984"
1057,India,1997-98,Total Pulses,22870.00,12970.00,567.00,11.23,,1997,"Financial Year (Apr - Mar), 1997"
1058,India,1975-76,Total Pulses,24450.00,13040.00,533.00,7.86,,1975,"Financial Year (Apr - Mar), 1975"
1059,India,2004-05,Total Pulses,22760.00,13130.00,577.00,14.04,,2004,"Financial Year (Apr - Mar), 2004"
1060,India,1958-59,Total Pulses,24310.00,13150.00,541.00,8.44,,1958,"Financial Year (Apr - Mar), 1958"
1061,India,2001-02,Maize,6580.00,13160.00,2000.00,20.54,,2001,"Financial Year (Apr - Mar), 2001"
1062,India,2016-17,Soybean,11180.00,13160.00,1177.00,,,2016,"Financial Year (Apr - Mar), 2016"
1063,India,2018-19,Soybean,11130.00,13270.00,1192.00,,,2018,"Financial Year (Apr - Mar), 2018"
1064,India,1993-94,Total Pulses,22250.00,13300.00,598.00,11.30,,1993,"Financial Year (Apr - Mar), 1993"
1065,India,1985-86,Total Pulses,24420.00,13360.00,547.00,8.53,,1985,"Financial Year (Apr - Mar), 1985"
1066,India,2001-02,Total Pulses,22010.00,13370.00,607.00,13.32,,2001,"Financial Year (Apr - Mar), 2001"
1067,India,2005-06,Total Pulses,22390.00,13380.00,598.00,14.55,,2005,"Financial Year (Apr - Mar), 2005"
1068,India,1999-00,Total Pulses,21120.00,13420.00,635.00,12.98,,1999,"Financial Year (Apr - Mar), 1999"
1069,India,2008-09,Onion,830.00,13480.00,16260.00,,,2008,"Financial Year (Apr - Mar), 2008"
1070,India,1988-89,Total Pulses,23150.00,13850.00,598.00,9.34,,1988,"Financial Year (Apr - Mar), 1988"
1071,India,2019-20,Coconut,2173.00,14006.00,6445.00,,,2019,"Financial Year (Apr - Mar), 2019"
1072,India,1994-95,Total Pulses,23030.00,14040.00,610.00,12.72,,1994,"Financial Year (Apr - Mar), 1994"
1073,India,1987-88,Potato,890.00,14050.00,15869.00,,,1987,"Financial Year (Apr - Mar), 1987"
1074,India,2014-15,Coconut,1976.00,14067.00,7120.00,,,2014,"Financial Year (Apr - Mar), 2014"
1075,India,1996-97,Total Pulses,22450.00,14150.00,630.00,12.80,,1996,"Financial Year (Apr - Mar), 1996"
1076,India,2004-05,Maize,7430.00,14170.00,1907.00,21.06,,2004,"Financial Year (Apr - Mar), 2004"
1077,India,2006-07,Total Pulses,23190.00,14200.00,612.00,15.45,,2006,"Financial Year (Apr - Mar), 2006"
1078,India,1990-91,Total Pulses,24660.00,14260.00,578.00,10.48,,1990,"Financial Year (Apr - Mar), 1990"
1079,India,2008-09,Total Pulses,22090.00,14570.00,659.00,16.47,,2008,"Financial Year (Apr - Mar), 2008"
1080,India,2020-21,Coconut,2185.00,14572.00,6670.00,,* 3rd Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1081,India,2009-10,Total Pulses,23280.00,14660.00,630.00,16.21,,2009,"Financial Year (Apr - Mar), 2009"
1082,India,2012-13,Soybean,10840.00,14670.00,1353.00,,,2012,"Financial Year (Apr - Mar), 2012"
1083,India,2018-19,Coconut,2151.00,14682.00,6826.00,,,2018,"Financial Year (Apr - Mar), 2018"
1084,India,2005-06,Maize,7590.00,14710.00,1938.00,22.67,,2005,"Financial Year (Apr - Mar), 2005"
1085,India,2007-08,Coconut,1903.00,14748.00,7750.00,,,2007,"Financial Year (Apr - Mar), 2007"
1086,India,2008-09,Coconut,1903.00,14748.00,7750.00,,,2008,"Financial Year (Apr - Mar), 2008"
1087,India,2007-08,Total Pulses,23630.00,14760.00,625.00,15.89,,2007,"Financial Year (Apr - Mar), 2007"
1088,India,1989-90,Potato,940.00,14770.00,15714.00,,,1989,"Financial Year (Apr - Mar), 1989"
1089,India,2005-06,Coconut,2029.00,14809.00,7299.00,,,2005,"Financial Year (Apr - Mar), 2005"
1090,India,2002-03,Nine Oilseeds,21490.00,14840.00,691.00,,,2002,"Financial Year (Apr - Mar), 2002"
1091,India,1988-89,Potato,930.00,14860.00,15929.00,,,1988,"Financial Year (Apr - Mar), 1988"
1092,India,1998-99,Total Pulses,23500.00,14910.00,634.00,12.11,,1998,"Financial Year (Apr - Mar), 1998"
1093,India,2003-04,Total Pulses,23460.00,14910.00,635.00,13.65,,2003,"Financial Year (Apr - Mar), 2003"
1094,India,2013-14,Coconut,2140.00,14911.00,6966.00,,,2013,"Financial Year (Apr - Mar), 2013"
1095,India,2011-12,Coconut,2071.00,14940.00,7214.00,,,2011,"Financial Year (Apr - Mar), 2011"
1096,India,2003-04,Maize,7340.00,14980.00,2041.00,19.28,,2003,"Financial Year (Apr - Mar), 2003"
1097,India,2006-07,Maize,7890.00,15100.00,1912.00,22.25,,2006,"Financial Year (Apr - Mar), 2006"
1098,India,2010-11,Onion,1060.00,15120.00,14210.00,,,2010,"Financial Year (Apr - Mar), 2010"
1099,India,1990-91,Potato,940.00,15210.00,16254.00,,,1990,"Financial Year (Apr - Mar), 1990"
1100,India,1992-93,Potato,1050.00,15230.00,14458.00,,,1992,"Financial Year (Apr - Mar), 1992"
1101,India,2015-16,Coconut,2088.00,15256.00,7305.00,,,2015,"Financial Year (Apr - Mar), 2015"
1102,India,1950-51,Nutri/Coarse Cereals,37670.00,15380.00,408.00,,,1950,"Financial Year (Apr - Mar), 1950"
1103,India,2012-13,Coconut,2137.00,15609.00,7304.00,,,2012,"Financial Year (Apr - Mar), 2012"
1104,India,2009-10,Coconut,1895.00,15730.00,8301.00,,,2009,"Financial Year (Apr - Mar), 2009"
1105,India,2006-07,Coconut,1940.00,15831.00,8160.00,,,2006,"Financial Year (Apr - Mar), 2006"
1106,India,1951-52,Nutri/Coarse Cereals,38880.00,16090.00,414.00,,,1951,"Financial Year (Apr - Mar), 1951"
1107,India,2015-16,Total Pulses,24910.00,16320.00,655.00,19.26,,2015,"Financial Year (Apr - Mar), 2015"
1108,India,1991-92,Potato,1030.00,16390.00,15904.00,,,1991,"Financial Year (Apr - Mar), 1991"
1109,India,2017-18,Coconut,2097.00,16413.00,7828.00,,,2017,"Financial Year (Apr - Mar), 2017"
1110,India,2016-17,Coconut,2082.00,16486.00,7918.00,,,2016,"Financial Year (Apr - Mar), 2016"
1111,India,1967-68,Wheat,14990.00,16540.00,1103.00,43.35,,1967,"Financial Year (Apr - Mar), 1967"
1112,India,2009-10,Maize,8260.00,16720.00,2024.00,24.21,,2009,"Financial Year (Apr - Mar), 2009"
1113,India,2012-13,Onion,1050.00,16810.00,15989.00,,,2012,"Financial Year (Apr - Mar), 2012"
1114,India,1989-90,Nine Oilseeds,22800.00,16920.00,742.00,,,1989,"Financial Year (Apr - Mar), 1989"
1115,India,2011-12,Total Pulses,24460.00,17090.00,699.00,16.13,,2011,"Financial Year (Apr - Mar), 2011"
1116,India,2014-15,Total Pulses,23550.00,17150.00,728.00,19.86,,2014,"Financial Year (Apr - Mar), 2014"
1117,India,1993-94,Potato,1050.00,17390.00,16610.00,,,1993,"Financial Year (Apr - Mar), 1993"
1118,India,1994-95,Potato,1070.00,17400.00,16262.00,,,1994,"Financial Year (Apr - Mar), 1994"
1119,India,2011-12,Onion,1090.00,17510.00,16109.00,,,2011,"Financial Year (Apr - Mar), 2011"
1120,India,1997-98,Potato,1210.00,17650.00,14587.00,,,1997,"Financial Year (Apr - Mar), 1997"
1121,India,1988-89,Nine Oilseeds,21900.00,18030.00,824.00,,,1988,"Financial Year (Apr - Mar), 1988"
1122,India,2010-11,Total Pulses,26400.00,18240.00,691.00,14.92,,2010,"Financial Year (Apr - Mar), 2010"
1123,India,2012-13,Total Pulses,23260.00,18340.00,789.00,18.51,,2012,"Financial Year (Apr - Mar), 2012"
1124,India,2000-01,Nine Oilseeds,22770.00,18440.00,810.00,,,2000,"Financial Year (Apr - Mar), 2000"
1125,India,1991-92,Nine Oilseeds,25890.00,18600.00,719.00,,,1991,"Financial Year (Apr - Mar), 1991"
1126,India,1990-91,Nine Oilseeds,24150.00,18610.00,771.00,,,1990,"Financial Year (Apr - Mar), 1990"
1127,India,1968-69,Wheat,15960.00,18650.00,1169.00,49.85,,1968,"Financial Year (Apr - Mar), 1968"
1128,India,1995-96,Potato,1110.00,18840.00,16973.00,,,1995,"Financial Year (Apr - Mar), 1995"
1129,India,2014-15,Onion,1170.00,18930.00,16136.00,,,2014,"Financial Year (Apr - Mar), 2014"
1130,India,2007-08,Maize,8120.00,18960.00,2335.00,24.31,,2007,"Financial Year (Apr - Mar), 2007"
1131,India,2013-14,Total Pulses,25210.00,19250.00,764.00,19.72,,2013,"Financial Year (Apr - Mar), 2013"
1132,India,2013-14,Onion,1200.00,19400.00,16120.00,,,2013,"Financial Year (Apr - Mar), 2013"
1133,India,1955-56,Nutri/Coarse Cereals,43450.00,19490.00,449.00,,,1955,"Financial Year (Apr - Mar), 1955"
1134,India,1952-53,Nutri/Coarse Cereals,42450.00,19610.00,462.00,,,1952,"Financial Year (Apr - Mar), 1952"
1135,India,2008-09,Maize,8170.00,19730.00,2414.00,25.06,,2008,"Financial Year (Apr - Mar), 2008"
1136,India,1956-57,Nutri/Coarse Cereals,42020.00,19870.00,473.00,,,1956,"Financial Year (Apr - Mar), 1956"
1137,India,1969-70,Wheat,16630.00,20090.00,1208.00,51.14,,1969,"Financial Year (Apr - Mar), 1969"
1138,India,1992-93,Nine Oilseeds,25240.00,20110.00,797.00,,,1992,"Financial Year (Apr - Mar), 1992"
1139,India,1950-51,Rice,30810.00,20580.00,668.00,31.70,,1950,"Financial Year (Apr - Mar), 1950"
1140,India,2001-02,Nine Oilseeds,22640.00,20660.00,913.00,,,2001,"Financial Year (Apr - Mar), 2001"
1141,India,1999-00,Nine Oilseeds,24260.00,20710.00,854.00,,,1999,"Financial Year (Apr - Mar), 1999"
1142,India,2015-16,Onion,1320.00,20930.00,15857.00,,,2015,"Financial Year (Apr - Mar), 2015"
1143,India,1957-58,Nutri/Coarse Cereals,42910.00,21230.00,495.00,,,1957,"Financial Year (Apr - Mar), 1957"
1144,India,1951-52,Rice,29830.00,21300.00,714.00,31.71,,1951,"Financial Year (Apr - Mar), 1951"
1145,India,1997-98,Nine Oilseeds,26090.00,21320.00,817.00,,,1997,"Financial Year (Apr - Mar), 1997"
1146,India,1994-95,Nine Oilseeds,25300.00,21340.00,843.00,,,1994,"Financial Year (Apr - Mar), 1994"
1147,India,1965-66,Nutri/Coarse Cereals,44340.00,21420.00,483.00,,,1965,"Financial Year (Apr - Mar), 1965"
1148,India,1993-94,Nine Oilseeds,26900.00,21500.00,799.00,,,1993,"Financial Year (Apr - Mar), 1993"
1149,India,2010-11,Maize,8550.00,21730.00,2542.00,24.54,,2010,"Financial Year (Apr - Mar), 2010"
1150,India,2011-12,Maize,8780.00,21760.00,2478.00,25.67,,2011,"Financial Year (Apr - Mar), 2011"
1151,India,1973-74,Wheat,18580.00,21780.00,1172.00,57.70,,1973,"Financial Year (Apr - Mar), 1973"
1152,India,2018-19,Total Pulses,29160.00,22080.00,757.00,23.20,,2018,"Financial Year (Apr - Mar), 2018"
1153,India,1995-96,Nine Oilseeds,25960.00,22110.00,851.00,,,1995,"Financial Year (Apr - Mar), 1995"
1154,India,2006-07,Potato,1480.00,22180.00,14943.00,,,2006,"Financial Year (Apr - Mar), 2006"
1155,India,2012-13,Maize,8670.00,22260.00,2566.00,25.86,,2012,"Financial Year (Apr - Mar), 2012"
1156,India,2016-17,Onion,1310.00,22430.00,17178.00,,,2016,"Financial Year (Apr - Mar), 2016"
1157,India,2000-01,Potato,1220.00,22490.00,18404.00,,,2000,"Financial Year (Apr - Mar), 2000"
1158,India,2015-16,Maize,8810.00,22570.00,2563.00,26.74,,2015,"Financial Year (Apr - Mar), 2015"
1159,India,1954-55,Nutri/Coarse Cereals,43920.00,22820.00,520.00,,,1954,"Financial Year (Apr - Mar), 1954"
1160,India,2018-19,Onion,1220.00,22820.00,18705.00,,,2018,"Financial Year (Apr - Mar), 2018"
1161,India,1959-60,Nutri/Coarse Cereals,43790.00,22870.00,522.00,,,1959,"Financial Year (Apr - Mar), 1959"
1162,India,1952-53,Rice,29970.00,22900.00,764.00,32.30,,1952,"Financial Year (Apr - Mar), 1952"
1163,India,1953-54,Nutri/Coarse Cereals,45370.00,22970.00,506.00,,,1953,"Financial Year (Apr - Mar), 1953"
1164,India,2019-20,Total Pulses,27990.00,23030.00,823.00,,,2019,"Financial Year (Apr - Mar), 2019"
1165,India,2003-04,Potato,1290.00,23060.00,17887.00,,,2003,"Financial Year (Apr - Mar), 2003"
1166,India,2016-17,Total Pulses,29450.00,23130.00,786.00,18.83,,2016,"Financial Year (Apr - Mar), 2016"
1167,India,1972-73,Nutri/Coarse Cereals,42210.00,23140.00,548.00,,,1972,"Financial Year (Apr - Mar), 1972"
1168,India,1958-59,Nutri/Coarse Cereals,44660.00,23180.00,519.00,,,1958,"Financial Year (Apr - Mar), 1958"
1169,India,1961-62,Nutri/Coarse Cereals,44730.00,23220.00,519.00,,,1961,"Financial Year (Apr - Mar), 1961"
1170,India,2017-18,Onion,1280.00,23260.00,18103.00,,,2017,"Financial Year (Apr - Mar), 2017"
1171,India,2002-03,Potato,1350.00,23270.00,17300.00,,,2002,"Financial Year (Apr - Mar), 2002"
1172,India,1998-99,Potato,1320.00,23610.00,17886.00,,,1998,"Financial Year (Apr - Mar), 1998"
1173,India,2004-05,Potato,1320.00,23630.00,17923.00,,,2004,"Financial Year (Apr - Mar), 2004"
1174,India,1963-64,Nutri/Coarse Cereals,43930.00,23720.00,540.00,,,1963,"Financial Year (Apr - Mar), 1963"
1175,India,1960-61,Nutri/Coarse Cereals,44960.00,23740.00,528.00,,,1960,"Financial Year (Apr - Mar), 1960"
1176,India,1970-71,Wheat,18240.00,23830.00,1307.00,54.25,,1970,"Financial Year (Apr - Mar), 1970"
1177,India,2005-06,Potato,1400.00,23910.00,17058.00,,,2005,"Financial Year (Apr - Mar), 2005"
1178,India,2001-02,Potato,1210.00,23920.00,19806.00,,,2001,"Financial Year (Apr - Mar), 2001"
1179,India,1966-67,Nutri/Coarse Cereals,45090.00,24050.00,533.00,,,1966,"Financial Year (Apr - Mar), 1966"
1180,India,1974-75,Wheat,18010.00,24100.00,1338.00,61.77,,1974,"Financial Year (Apr - Mar), 1974"
1181,India,2014-15,Maize,9190.00,24170.00,2632.00,26.58,,2014,"Financial Year (Apr - Mar), 2014"
1182,India,1996-97,Potato,1250.00,24220.00,19376.00,,,1996,"Financial Year (Apr - Mar), 1996"
1183,India,2013-14,Maize,9070.00,24260.00,2676.00,27.16,,2013,"Financial Year (Apr - Mar), 2013"
1184,India,2006-07,Nine Oilseeds,26510.00,24290.00,916.00,,,2006,"Financial Year (Apr - Mar), 2006"
1185,India,2004-05,Nine Oilseeds,27520.00,24350.00,885.00,,,2004,"Financial Year (Apr - Mar), 2004"
1186,India,1996-97,Nine Oilseeds,26310.00,24380.00,927.00,,,1996,"Financial Year (Apr - Mar), 1996"
1187,India,1971-72,Nutri/Coarse Cereals,43570.00,24600.00,564.00,,,1971,"Financial Year (Apr - Mar), 1971"
1188,India,1962-63,Nutri/Coarse Cereals,44290.00,24630.00,556.00,,,1962,"Financial Year (Apr - Mar), 1962"
1189,India,1999-00,Potato,1340.00,24710.00,18443.00,,,1999,"Financial Year (Apr - Mar), 1999"
1190,India,1972-73,Wheat,19460.00,24740.00,1271.00,57.62,,1972,"Financial Year (Apr - Mar), 1972"
1191,India,1998-99,Nine Oilseeds,26200.00,24750.00,945.00,,,1998,"Financial Year (Apr - Mar), 1998"
1192,India,2009-10,Nine Oilseeds,25960.00,24880.00,958.00,,,2009,"Financial Year (Apr - Mar), 2009"
1193,India,1968-69,Nutri/Coarse Cereals,46240.00,25180.00,545.00,,,1968,"Financial Year (Apr - Mar), 1968"
1194,India,2003-04,Nine Oilseeds,23660.00,25190.00,1064.00,,,2003,"Financial Year (Apr - Mar), 2003"
1195,India,1954-55,Rice,30770.00,25220.00,820.00,34.41,,1954,"Financial Year (Apr - Mar), 1954"
1196,India,2015-16,Nine Oilseeds,26090.00,25250.00,968.00,,,2015,"Financial Year (Apr - Mar), 2015"
1197,India,1964-65,Nutri/Coarse Cereals,44350.00,25370.00,514.00,,,1964,"Financial Year (Apr - Mar), 1964"
1198,India,2017-18,Total Pulses,29810.00,25420.00,853.00,22.87,,2017,"Financial Year (Apr - Mar), 2017"
1199,India,1957-58,Rice,32300.00,25530.00,790.00,36.38,,1957,"Financial Year (Apr - Mar), 1957"
1200,India,2020-21,Total Pulses,28830.00,25720.00,892.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1201,India,2016-17,Maize,9630.00,25900.00,2689.00,25.98,,2016,"Financial Year (Apr - Mar), 2016"
1202,India,1991-92,Nutri/Coarse Cereals,33420.00,25990.00,778.00,,,1991,"Financial Year (Apr - Mar), 1991"
1203,India,2002-03,Nutri/Coarse Cereals,26990.00,26070.00,966.00,,,2002,"Financial Year (Apr - Mar), 2002"
1204,India,2019-20,Onion,1430.00,26090.00,18245.00,,,2019,"Financial Year (Apr - Mar), 2019"
1205,India,1974-75,Nutri/Coarse Cereals,43150.00,26130.00,606.00,,,1974,"Financial Year (Apr - Mar), 1974"
1206,India,1985-86,Nutri/Coarse Cereals,39470.00,26200.00,664.00,,,1985,"Financial Year (Apr - Mar), 1985"
1207,India,1987-88,Nutri/Coarse Cereals,36550.00,26360.00,721.00,,,1987,"Financial Year (Apr - Mar), 1987"
1208,India,1971-72,Wheat,19140.00,26410.00,1380.00,54.49,,1971,"Financial Year (Apr - Mar), 1971"
1209,India,1986-87,Nutri/Coarse Cereals,39740.00,26830.00,675.00,,,1986,"Financial Year (Apr - Mar), 1986"
1210,India,2020-21,Onion,1640.00,26830.00,16360.00,,* 3rd Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1211,India,1979-80,Nutri/Coarse Cereals,41360.00,26970.00,652.00,,,1979,"Financial Year (Apr - Mar), 1979"
1212,India,1969-70,Nutri/Coarse Cereals,47240.00,27290.00,578.00,,,1969,"Financial Year (Apr - Mar), 1969"
1213,India,2014-15,Nine Oilseeds,25600.00,27510.00,1075.00,,,2014,"Financial Year (Apr - Mar), 2014"
1214,India,1955-56,Rice,31520.00,27560.00,874.00,34.88,,1955,"Financial Year (Apr - Mar), 1955"
1215,India,2008-09,Nine Oilseeds,27560.00,27720.00,1006.00,,,2008,"Financial Year (Apr - Mar), 2008"
1216,India,2018-19,Maize,9030.00,27720.00,3070.00,26.28,,2018,"Financial Year (Apr - Mar), 2018"
1217,India,1982-83,Nutri/Coarse Cereals,40430.00,27750.00,685.00,,,1982,"Financial Year (Apr - Mar), 1982"
1218,India,2005-06,Nine Oilseeds,27860.00,27980.00,1004.00,,,2005,"Financial Year (Apr - Mar), 2005"
1219,India,1953-54,Rice,31290.00,28210.00,902.00,33.59,,1953,"Financial Year (Apr - Mar), 1953"
1220,India,2007-08,Potato,1550.00,28470.00,18331.00,,,2007,"Financial Year (Apr - Mar), 2007"
1221,India,2017-18,Maize,9380.00,28750.00,3065.00,28.01,,2017,"Financial Year (Apr - Mar), 2017"
1222,India,2019-20,Maize,9570.00,28770.00,3006.00,,,2019,"Financial Year (Apr - Mar), 2019"
1223,India,1967-68,Nutri/Coarse Cereals,47340.00,28800.00,608.00,,,1967,"Financial Year (Apr - Mar), 1967"
1224,India,1973-74,Nutri/Coarse Cereals,46240.00,28830.00,623.00,,,1973,"Financial Year (Apr - Mar), 1973"
1225,India,1975-76,Wheat,20450.00,28840.00,1410.00,61.76,,1975,"Financial Year (Apr - Mar), 1975"
1285,India,1974-75,Rice,37890.00,39580.00,1045.00,38.81,,1974,"Financial Year (Apr - Mar), 1974"
1226,India,1976-77,Nutri/Coarse Cereals,41940.00,28880.00,689.00,,,1976,"Financial Year (Apr - Mar), 1976"
1227,India,1976-77,Wheat,20920.00,29010.00,1387.00,65.09,,1976,"Financial Year (Apr - Mar), 1976"
